id,pca_features
175,"[-2.13843093937,5.39328235639,-0.762104562209,-1.77233057453,-0.165255080928,0.670317007098,-0.265300128918,1.99225870418,-1.79220195162,-0.47465478407,1.80792677369,-0.13247088675,-0.43859381654,-1.05124247342,-1.0337271802,1.06959692604,-1.16529793709,0.0928921805751,3.07983021181,1.51722603105,-1.02945745013,-0.429076080662,-0.932481598516,0.278778072988,0.0259908352202,0.231527487084,-0.229996801405,-0.223422662983,0.261326958529,-0.29927515306,0.417834024161,-0.00425692821071,0.388619114903,-0.380490958773,-0.511438205032,0.956762229202,0.637778962589,-0.154122508727,0.120267770859,-0.359064715353,0.265873754904,-0.46863328232,0.411897940099,1.19404070887,0.217706370788,-0.79805781718,-1.11211229406,-0.66210985028,0.60147225135,0.673193090964]"
176,"[-2.326650452,5.34270789632,-0.359700858322,-2.25123691449,-1.46037432059,0.889769034857,-1.60995770396,3.60180736087,-1.31736530063,-0.190951673937,1.18734076041,0.613160984331,-0.75193010645,-1.15623449689,-1.42599458362,0.797397234251,-0.531240801484,-0.210415807784,2.89623358385,1.82786515801,-0.910989353253,-0.265898736161,-1.63513317565,-0.0601437882272,0.410629899048,-0.435696672254,-0.170887234018,-0.0806575432349,-0.156517133077,-0.819417483484,-0.0531338635142,-0.152812363911,0.244559666108,-0.424293921513,-0.334044417218,0.752046945912,0.361908983023,0.0951654973901,-0.261545028425,-0.231908678791,0.199393892466,-0.28748078866,0.472895671077,0.660650853809,-0.356482733549,-1.06714908136,-0.828152502272,-0.672544048364,-0.0905165624322,0.830077869388]"
177,"[0.556718932385,4.39564675723,-0.561330120659,-2.12285296631,-2.07427223348,0.982374737523,-3.55417706871,1.57119485884,-0.982410650817,0.144095822947,0.907454157679,0.268136723809,1.07516026427,0.171141272197,-1.528775193,1.9458775344,-1.42830971732,0.579346340747,1.48887633732,0.455191637656,0.842895220758,-1.12092148322,-0.491375771112,0.0241153207419,-0.480410436959,-0.240315949701,-0.38704102018,0.406154024956,-0.148570604296,0.257067642687,0.255352864405,0.272891392843,-1.05141939764,-0.182615817378,-0.606606027748,0.508738159813,0.165478786451,0.790302815838,0.344422080144,-0.431082615628,-0.71775587776,0.807917302123,0.803235910635,-0.0604202453365,0.00175080712927,0.119068562023,-0.827575276075,-0.141481435319,0.852213550349,0.160898371056]"
178,"[0.5465819264,4.44684687448,-0.427487357318,-2.00190161585,-2.25772591461,1.24026186993,-4.08395052955,2.00390434139,-1.11491994394,0.268241225567,0.384767533379,0.658299230434,0.989937646624,0.229108786895,-1.85330240513,1.57662090538,-1.03670849074,0.0656368538226,1.18173343551,0.62772962493,0.501391832721,-0.816842232713,-0.538822116818,-0.190383432794,-0.786232147606,-0.337344123966,-0.474832552749,0.421598400146,0.0106704093242,0.164714719743,0.139728919321,-0.0222175852379,-0.94497415676,-0.226759130863,-0.830204981398,0.694360160668,0.13833384031,0.692318980918,0.183209422273,-0.453705605149,-0.962980727875,0.748357850849,0.972003631635,-0.0526119185482,-0.152087888053,-0.290368654877,-0.766393768982,-0.0961135116208,0.525105803154,0.393860606741]"
179,"[-1.17522300119,2.67136336466,-1.39509885735,-1.57046249903,-0.361842542376,1.38306792586,1.34631416472,0.593703016606,-2.2982554936,2.28388684336,-0.520727194829,0.506635901053,0.918050893107,0.147259695706,-1.97409685464,2.43136934918,-1.13576134306,0.493491704222,1.04453964172,1.71699391374,-0.216543304065,-0.958132917441,-0.895784483767,-0.16178114616,-0.0321464962833,0.880685412261,-0.0465012758648,-0.09205811154,-0.696548580529,0.546477404622,-0.00341930913642,-0.0274469956982,-0.945376886873,-0.281476241779,-0.0513796808724,-0.103522868246,0.314439733532,0.306264288517,0.0222947422856,-0.427682692993,0.430269168508,-0.529823485505,0.00699959833551,-0.115989008532,0.0767746518674,0.28409357669,0.117345343789,0.20594356036,-0.654172700561,0.614962537288]"
180,"[-3.10022691022,3.56157210604,-0.620619405943,-1.50391002961,0.216359043941,0.570397939902,1.34322496137,1.04134412384,-0.938194991008,2.31542210608,-1.22048597889,0.73004692715,0.0210336809965,0.165554140173,-1.21949292382,2.94714566688,-0.963719806278,0.158026637983,0.932301909836,2.2086182294,-0.15362489717,-1.13659414486,-1.32183394997,-0.373474159307,-0.0744979661191,0.478686593803,0.368879764193,0.117669992172,-0.734334992829,0.52137883752,0.0586738856829,-0.0766102512422,-0.626383533052,-0.414337885906,0.144349960642,0.024380072829,0.207704899181,0.563596881167,-0.145678514194,-0.296385209236,0.193471072591,-0.253755991731,-0.0302744769334,-0.0106357471118,-0.0860935391061,0.320114891667,-0.0301944171508,0.0669647123142,-0.482662687296,0.696993418381]"
181,"[-3.59912317018,3.5493580951,-0.315829193773,-1.21691275864,0.1932114752,0.997178926052,0.913665761085,1.56231268953,-1.16018832462,2.55484212749,-2.03451407432,1.1868729947,-0.039534215283,0.495486923901,-1.47296062198,2.43331909,-0.882091387052,-0.120610131731,0.365870099903,2.2724560853,-0.600303552351,-1.06786603258,-1.57845824676,-0.528324366232,-0.300453193749,0.652814480388,0.208285024716,0.0735564806331,-0.606417490435,0.72081181242,0.234371028432,-0.501212479455,-0.628559684191,-0.125405687452,0.00815728411842,-0.135880111391,0.259112613246,0.570406467615,-0.311996595946,-0.321632377305,0.315201235416,-0.2554912411,-0.0248233726582,-0.00231190675138,0.138755876979,0.442718939978,-0.329605487269,0.304213935659,-0.241017134841,0.737007085318]"
182,"[-0.337161599299,1.24412170207,0.385730321844,-3.07733774915,2.43727082355,-0.639662900857,-2.41131063867,1.42837201211,-2.5631307816,0.580122057472,-0.441392511348,1.49621729961,-0.0276341720234,-0.460527507607,-1.62368864731,1.42653242274,-0.751191463853,0.0641339097643,1.28864363234,0.608790753008,-1.29435968663,-0.234503374365,-0.15139634819,-0.0656263930246,-1.22793196108,0.123337707182,0.063736095486,0.133552039722,0.25418829224,0.404737021822,0.876795733988,0.469855346454,-0.482571891918,-0.0808023766779,0.261571015127,0.172708199292,0.0932035582821,0.0450023248169,-0.309266261269,-0.634471324032,0.21306902486,0.0379208891442,0.333877812938,-0.0211605404776,0.438221245817,-0.48292179056,0.0011740490054,-0.624489410537,0.0537202060804,0.532015230655]"
183,"[-4.73967048032,1.96159637589,-3.07897341044,-0.227193244245,0.397699457897,-2.06107244382,-0.696426629256,1.67927314764,-1.40273155612,-0.0170445722069,0.660907428603,0.365160209232,0.136190039551,-0.270625284628,-1.88179235389,1.71339653483,-1.57760814234,-0.697610628618,1.42990095779,0.851929744562,0.733022391239,-0.376143773683,-1.61961071988,-0.826400187721,-0.443087829952,-0.710180571294,0.354607606122,0.590810139302,-0.760368143649,0.358346616893,0.0617045032834,-0.201231758914,0.628392248345,0.409068866695,-0.389577976785,0.377598268055,-0.192335723455,0.0483603081748,0.584567774081,-1.35209790563,-0.390322536738,-0.383644521329,-0.344593674919,0.341507221263,-0.0365854420712,0.196137785492,-0.366702121205,0.183216996501,0.556558940033,-0.826522942212]"
184,"[-5.010839655,1.93431378852,-2.62350927241,-0.004779366783,0.455221381765,-1.74455803084,-1.05545833228,2.02318128205,-1.55695684693,0.224702666521,0.0626927293645,0.767621895462,0.0841904333845,0.0124179666964,-2.41181734567,1.19371737172,-1.10506089542,-1.11220399834,0.87511759025,1.08889174557,0.183450760406,-0.166256409734,-1.64438664939,-0.983017229335,-0.71768252189,-0.664786169592,0.255466651837,0.597622811267,-0.614217967304,0.352440183804,0.32391879912,-0.464340029749,0.497534854368,0.587306726476,-0.43093778607,0.168768803324,-0.136429184281,0.0777008809213,0.343736628393,-1.11428970357,-0.459990210136,-0.175483264229,-0.156212351676,0.35148832576,-0.07363128028,0.0245372890697,-0.194751618897,-0.0407623481324,0.517287127141,-0.771262649935]"
185,"[-4.8907378794,2.27880637096,1.34297817973,-1.08906224166,1.03311514938,0.900700168306,-1.7704823339,-0.565895279986,-0.0047815549463,0.472401572537,2.15385367358,0.938556941385,-0.27139919153,-0.546769852396,-1.75663180329,2.4664917553,-0.953869497954,-1.02561547167,1.12746674411,0.38305482624,-0.703445654695,-0.352602532005,-1.03558167591,-1.03036479985,-0.782089798767,-0.15352506793,-0.312960902529,-0.0292327848531,-1.08712534464,0.734703114179,-0.318965960826,0.627230190948,-0.545412442219,1.31643869629,-0.197531953179,-0.423266924677,0.168859721636,0.478799738902,0.364526736323,0.181742961758,0.477629135444,-0.479878244392,1.12158538687,-1.11602487756,0.69451428814,-0.513326397739,-0.069260495963,-0.24694165347,0.868644684075,0.0119736339154]"
186,"[-4.86564527928,2.18752773081,-2.17096055101,-0.364677338653,0.281612528249,-1.404705609,-1.92375354345,1.16271630934,-0.858607340179,0.116380511709,0.120467219423,1.15389308032,-0.280095787648,0.116429292756,-2.00623707849,0.851742265508,-0.591705881607,-0.756437015403,1.00307078617,1.7817681392,-0.920025389391,-0.851800053854,-1.43877010024,-0.253770037305,-0.570511505636,0.100900214374,0.0736328909918,0.0933255479028,0.682535835108,0.218212640341,0.355568476463,-0.251435894039,0.407996861668,-0.165450946219,-0.909743062597,-0.280698011525,-0.384638062332,-0.624625915844,0.918270251101,-0.545494870263,0.648901124927,-0.208995005068,-0.287984013863,-0.363879167394,-0.101059540193,0.0704518209981,0.0574365472841,0.235276819549,0.462152903189,-0.233603222152]"
187,"[-0.342100099337,1.59027302157,-0.198876697246,-3.44002441249,1.71640053623,-0.397887046146,-1.68518679406,1.73356223454,-2.31887233012,0.28775885331,0.404229422723,0.835246293931,0.426243026417,-0.613673979696,-1.5500704379,1.89077347976,-1.40558587127,-0.0466722665327,1.23896053044,0.389717136173,0.0834797118278,-0.220222190763,-0.561113759619,-0.89579518471,-0.465000688229,0.999053435415,0.224247705282,1.03029685958,-0.256501546601,1.86891935226,-0.489376107296,0.259918495458,-0.00382508926248,0.15625010098,1.84214779484,0.651869548185,-0.107229572298,-0.654075686796,0.0596417882767,-0.483596966839,-0.357214873179,0.757490136602,0.172117906331,0.794245679942,-0.278756348384,0.043004304899,0.130455134611,0.4241933349,-0.918990888208,0.447550346637]"
188,"[-0.325615380723,1.38508372525,-0.039298023662,-3.39870810085,1.68163661241,-0.380299925243,-1.79698509432,1.6221792351,-2.31223466748,0.414635050245,0.178801227954,0.91144152277,0.358387851511,-0.393875902136,-1.59270721243,1.85956918763,-1.26467312845,-0.0430016706464,1.37105333181,0.066152669752,0.226717994878,-0.287981814774,-0.637719992724,-0.974725596986,-0.570363214202,0.756725528138,0.131269996466,1.10445292285,-0.140876049556,1.62857166787,-0.215913687254,0.409203569,0.0288197421291,0.325762051469,1.51017062905,0.316048780176,-0.232382397899,-0.615576155286,0.145620046573,-0.48004084574,-0.578669471541,0.690796461427,0.0723764328385,0.872106489574,-0.440154948613,-0.0145382966631,0.140460110889,0.380157943245,-0.477828432279,0.538707438367]"
189,"[-0.447968700169,1.42178445948,-0.0858092299635,-3.15887294517,1.57071971598,-0.239234544879,-2.05634928709,1.89365616332,-2.439639816,0.520459122543,-0.22203736883,1.13406256961,0.356889011707,-0.275271212206,-2.07683195413,1.45081195238,-1.03925065486,-0.393342085186,1.10934691164,0.267098345512,-0.17998134915,-0.0756117845922,-0.700291197944,-1.0652072989,-0.891657427362,0.70799439665,0.109461200793,1.21945119767,-0.0702058634514,1.74490292667,-0.0912332726272,0.274370681953,0.261887493057,0.472123655531,1.78343014779,0.116420082354,-0.0761587771725,-0.68328918036,0.0227464537474,-0.484094104002,-0.748430538241,0.852827878628,0.302973062458,0.914674399344,-0.377938468114,-0.0299447359778,0.0491055640972,0.53397631227,-0.619984953445,0.566232312618]"
190,"[-4.64738740027,3.98602549642,1.35051815066,-2.19918806765,-1.60031783186,-2.57858319878,-0.748143713811,0.327309275322,-2.27548292015,2.08693429755,0.776360406704,0.0472740004577,-0.565669569385,-1.53863288017,-1.23579943577,1.92954192527,-0.857964675448,-0.530406840728,0.837988660537,-0.306516826268,0.979475519413,-0.196608224227,-0.61260754074,-0.697003182138,-0.559276785498,0.33017027029,-1.47717586778,-0.71797278311,-0.812882009685,1.11040229981,1.11276838328,0.39071344659,0.48043641258,-0.241327356366,-0.233366551377,0.0467046615267,-0.904653645896,-0.675212946263,-0.0371267601889,-0.60486247343,0.623023777115,-0.095312926887,0.037579921483,0.498179067455,-0.245188237585,-0.711281608665,0.0160289003728,-0.193457401402,-0.0400647613934,-0.0946306270573]"
191,"[-0.244497178102,1.08074775893,0.137075457646,-3.20406326516,2.44278594719,-0.341532709262,-1.66616527896,1.37457740451,-2.54691131178,0.318483301281,0.251730699352,1.0426304941,0.595896775848,-0.558350491441,-1.14737477542,2.15746712555,-0.903836798142,0.255127776146,1.49540763314,0.185687759117,-0.787933070024,-0.986329035825,-0.018244073927,-0.267789470349,-0.561480783887,0.667921361264,-0.462322445926,-0.0344500244607,0.368827826515,0.202953844216,0.48666124928,0.355071615843,-0.268623704644,0.346143240968,-0.0553862419503,0.523877948348,0.112010015338,-0.321297880449,-0.481860299186,-0.448748304401,-0.0211538959518,-0.395244161641,0.28548970675,-0.210065835654,0.902623224911,0.0379527505903,-0.103844243565,-0.26504194003,-0.166477348231,0.214058014465]"
192,"[-0.273440131418,1.19343628268,0.365755063819,-2.99448333771,2.53222702351,-0.302087138482,-2.04065768164,1.81379268848,-2.74540475385,0.457617736609,-0.0380708391815,1.347725834,0.262572258627,-0.234558578584,-1.6669320384,1.78067825519,-0.552671957121,-0.132526440538,1.33690361783,0.353456780373,-1.33974270329,-0.716656861936,-0.0954050730876,-0.117836577944,-0.964989171947,0.390553829065,-0.314629193687,-0.0680759140014,0.620706756296,0.292899245689,0.702980247614,0.195626331472,-0.347153292624,0.382832378858,-0.14558800278,0.256790820363,0.114367475015,-0.406707319906,-0.248458048831,-0.370172428195,0.15589634828,-0.258344207633,0.427493119336,-0.252092096697,0.750233624925,0.0102395870043,0.114901955947,-0.159594396529,-0.152743931944,0.484253888433]"
193,"[-0.348482643289,1.56928052354,-0.454233213341,-3.12840205611,-2.17370325887,0.680297120417,-2.49608033083,1.04645226437,-0.485703504965,1.15234774276,0.411365327062,0.339472600865,-0.426232208396,-0.427163399033,-2.17565539015,0.957151024424,-1.77697710325,-0.848795973746,1.89797780308,0.411165775584,1.08641732118,-1.76656428041,-0.514176794664,-0.87855104028,-0.463877585151,0.822608354284,-0.232774615512,0.100456670737,-0.593874516845,0.602345404335,0.28894673401,0.520784270822,0.10318425082,-0.378688491417,-0.570318047187,-0.244357974855,0.479094854281,-0.352182372457,0.737795925272,-0.40668565618,0.416366723069,-0.280503730729,0.104202790282,0.634793428811,0.462648788863,0.0584738548025,-0.278961348005,0.221581643743,0.300123502843,0.45406694828]"
194,"[-3.77653400996,0.886920619154,-3.32804944078,-0.256787729856,0.92227249646,0.134571806305,-1.77855497891,0.18172450783,-2.00602096774,0.0853176584679,0.913372214895,0.697736470619,-0.465636952391,-0.578214214138,-1.5856455368,1.74210611567,-2.53454485755,0.0092141219785,0.711562484317,1.40770622301,-0.0979904212114,-0.887676424785,-0.731148952994,-0.0927281836716,0.146581333181,-1.31954104555,-0.986310669623,-0.245424254981,0.243293382326,0.635082542104,0.256195030796,-0.324480482101,-0.11305765718,-0.402647427855,0.672586729507,1.20171061244,-0.173277113278,-0.505342370777,-0.173653087849,-1.16036374586,-0.181255841869,-0.890850231864,0.0792851623963,-1.18718816446,-0.145296871524,0.0440744740727,-0.598425432326,-0.458583947336,0.0972573841248,-0.17294789532]"
195,"[-5.59479389302,1.43657357038,-2.27614691857,0.186770052223,1.11580167561,-0.17065969404,-2.48885334808,0.93983131541,-1.24368510604,0.367445332919,0.165581371804,1.04568740777,-0.590619361592,-0.31628331166,-1.73144134513,1.65850948894,-2.16565901392,-0.949217499996,0.171599893006,1.83309001777,-0.37884059213,-1.20864608548,-1.13205875202,-0.307569228136,-0.327689690824,-1.08185637597,-0.610182636353,-0.0316670900717,0.324188349342,0.3013447659,0.41002428438,-0.338816437581,-0.0493564864408,0.0865242367411,0.84587224804,0.2565026234,0.534777611909,-0.561219701899,-0.0747327483258,-0.783143478165,-0.013903991808,-1.06947368056,-0.151622656865,-0.746653107044,-0.155237891232,-0.166512195041,-0.502793426089,-0.226737808695,0.0428635989582,0.0634981815622]"
196,"[-1.11244050345,4.77865008496,-0.461807721308,-1.20285600029,-0.493385565757,0.63309147666,-1.08697936089,1.37651810741,-2.82357311561,0.307947293495,1.43518178785,-0.451493014666,1.9321379705,0.463787948584,-2.7060071956,-0.198169398858,-1.51508302651,-0.169713639647,0.697138167246,0.761809208953,-0.235830976922,-0.0999771042544,-0.860887513078,-1.12583086555,-1.09422331071,-0.462968532976,-0.0094828971253,0.301381405233,-0.352854248222,0.691237501301,1.05139720972,0.282509618696,-0.687176772527,-0.399591044413,-0.618684185892,0.502625536635,0.482796655859,-0.0595088156395,0.127476642666,0.0181921517059,-0.195033476983,0.481057997927,-0.00497975350005,0.664997588134,0.145446099306,0.110426447258,-0.50491640441,0.326968942314,0.56131121207,-0.304187376694]"
197,"[-1.8541888941,3.14112877892,0.263523497796,-1.57886973739,-1.77848519347,-0.383520085893,-1.10657699774,-0.684266898599,-3.75306110113,0.682361400797,1.39773098787,0.486380664977,0.77701389895,0.447741639013,-2.60275949504,0.233737059771,-0.169028594735,-0.922436196303,1.09335439354,0.726550068711,-0.455318469946,-0.364155362363,-1.80118941964,-1.24144370306,-0.0723010564306,-0.127507857815,0.0205603829006,-0.220451741721,-0.732753240367,0.864890639422,1.15256951222,0.0736240891207,-0.967157610768,-0.331768260913,-0.0134315213034,0.0505643568225,0.384622064686,0.0826632380487,0.691671347781,0.0125695246331,-0.0830500509969,0.409051977794,-0.074882708138,0.399409176761,0.313095721737,-0.174963978565,-0.608540725308,0.779593605069,0.459258376716,-0.54373205034]"
